Gene.symbol,adj.P.Val,P.Value,logFC
SPATA31E1,0.96928445,5.07E-01,4.19E-03
C12orf66,0.96930975,5.07E-01,-1.78E-01
LOC100128727///DGKI,0.96934553,5.07E-01,1.24E-01
GNL1,0.96934553,5.07E-01,1.13E-02
GANC,0.96940769,5.07E-01,1.97E-02
,0.96941631,5.07E-01,-1.08E-03
GNS,0.96941631,5.07E-01,2.66E-01
SKAP2,0.96941631,5.07E-01,3.44E-02
SLURP1,0.96941631,5.07E-01,8.33E-02
PCBD2,0.96943821,5.07E-01,-2.19E-01
SLC39A2,0.96943821,5.07E-01,-9.57E-02
BTN3A3,0.96943821,5.07E-01,3.56E-01
,0.96945077,5.07E-01,2.44E-02
PLPP6,0.96945077,5.07E-01,-2.07E-01
DDAH1,0.96951695,5.07E-01,7.67E-03
NFYA,0.96951695,5.07E-01,-4.49E-04
,0.96954403,5.07E-01,2.58E-02
MIR7109///PISD,0.96954403,5.07E-01,-1.40E-01
EXOSC2,0.96954403,5.07E-01,-1.47E-02
,0.96954403,5.07E-01,-1.73E-01
ZNF84,0.96954403,5.07E-01,-1.60E-01
PRKD2,0.96954403,5.07E-01,1.83E-01
LOC101929072///LOC285835,0.96954403,5.07E-01,1.47E-01
PHLDB2,0.96954403,5.07E-01,1.01E-02
TJP1,0.96959739,5.07E-01,-1.11E-01
SUGT1P1,0.96959739,5.07E-01,2.79E-03
ZNF45,0.96959739,5.07E-01,-1.94E-01
SNX24,0.96959739,5.07E-01,1.90E-02
CDKL5,0.96959739,5.07E-01,1.85E-01
MASP1,0.96959739,5.07E-01,1.01E-01
RPLP1,0.96959739,5.07E-01,-4.61E-02
,0.96959739,5.07E-01,3.74E-02
SNHG4,0.96959739,5.07E-01,4.25E-02
ENO1,0.96959739,5.07E-01,3.52E-02
PTRHD1,0.96959739,5.08E-01,-1.74E-01
LIMS2,0.96959739,5.08E-01,8.95E-02
IGHM///IGHG1,0.96959739,5.08E-01,1.23E-01
RD3,0.96959739,5.08E-01,3.85E-03
SERINC3,0.96959739,5.08E-01,1.52E-01
RBX1,0.96959739,5.08E-01,1.22E-01
NFATC4,0.96959739,5.08E-01,6.65E-02
SOWAHC,0.96959739,5.08E-01,-3.51E-01
C7orf26,0.96959739,5.08E-01,4.28E-03
SMOX,0.96959739,5.08E-01,2.40E-02
SLC18B1,0.96959739,5.08E-01,-2.34E-01
OR1A2,0.96959739,5.08E-01,3.12E-03
PTPN21,0.96959739,5.08E-01,1.83E-01
SPTBN4,0.96959739,5.08E-01,8.63E-03
C10orf10,0.96959739,5.08E-01,3.82E-01
EIF5B,0.96959739,5.08E-01,6.95E-02
CALD1,0.96959739,5.08E-01,8.76E-03
,0.96959739,5.08E-01,1.20E-03
,0.96959739,5.08E-01,6.24E-03
RILPL1///SNRNP35,0.96959739,5.08E-01,2.00E-02
KLK13,0.96959739,5.08E-01,1.52E-01
PPP4R4,0.96959739,5.08E-01,1.06E-02
SORBS2,0.96959739,5.08E-01,-3.57E-02
KCNH2,0.96962487,5.08E-01,1.35E-01
,0.96966226,5.08E-01,4.10E-03
TXLNB,0.96966226,5.08E-01,2.04E-02
C1orf228,0.96966226,5.08E-01,2.92E-02
NCR2,0.96974414,5.08E-01,3.66E-02
FANCM,0.96974635,5.08E-01,-1.50E-02
TAF8,0.96974635,5.08E-01,1.16E-01
HSPD1,0.96983453,5.08E-01,-2.95E-01
GSDMC,0.96984493,5.08E-01,1.73E-01
ADRA1A,0.96987726,5.08E-01,2.42E-02
,0.97006175,5.08E-01,3.56E-02
UFM1,0.97006175,5.08E-01,1.10E-01
LOC102724312,0.97006175,5.08E-01,2.50E-02
HARS2,0.97006175,5.08E-01,-1.20E-01
,0.97006175,5.08E-01,2.51E-01
,0.97006175,5.08E-01,4.39E-03
MYL4,0.97006175,5.08E-01,7.32E-02
RGS9,0.97006175,5.08E-01,4.99E-02
MT1G,0.97006175,5.09E-01,2.39E-03
PITPNB,0.97006175,5.09E-01,8.84E-02
SMAD9,0.97006175,5.09E-01,-3.79E-01
GATSL3,0.97006175,5.09E-01,1.01E-01
PAPD7,0.97006175,5.09E-01,1.66E-01
WAC,0.97006175,5.09E-01,-2.67E-01
CALCA,0.97006175,5.09E-01,4.03E-02
MYLK3,0.97006175,5.09E-01,6.62E-03
HHIP,0.97006175,5.09E-01,1.23E-01
,0.97006175,5.09E-01,1.54E-02
IL1RL1,0.97006175,5.09E-01,1.58E-01
EEF1D,0.97006175,5.09E-01,-1.73E-01
SLCO1A2,0.97006175,5.09E-01,7.41E-02
PFDN5,0.97007267,5.09E-01,-9.82E-02
RRH,0.97007479,5.09E-01,8.04E-03
8-Mar,0.97010514,5.09E-01,2.08E-01
,0.97011305,5.09E-01,-2.60E-03
FRK,0.97013632,5.09E-01,2.58E-01
SOGA1,0.97015246,5.09E-01,-3.90E-02
KPNA6,0.97015246,5.09E-01,7.99E-02
WDR72,0.97016054,5.09E-01,-6.27E-01
,0.97016054,5.09E-01,3.95E-02
TXN2,0.97016054,5.09E-01,1.53E-01
MIR622,0.97016054,5.09E-01,-1.79E-02
TES,0.97016054,5.09E-01,-1.62E-02
RNASE1,0.97024874,5.09E-01,2.93E-01
MEX3C,0.97027015,5.09E-01,5.01E-03
PBX2,0.97027015,5.09E-01,2.12E-01
BTK,0.97040021,5.09E-01,1.65E-01
ZMIZ2,0.97040021,5.09E-01,-8.20E-02
TADA1,0.97040021,5.09E-01,2.34E-01
EIF2B5,0.97040021,5.09E-01,5.91E-02
LOC102724250///NBPF26///NBPF10///NBPF8///NBPF9///NBPF15///NBPF11///NBPF12///NBPF1///NBPF14,0.9704048,5.09E-01,9.81E-02
,0.97041614,5.09E-01,-7.66E-02
LOC100505774,0.97041614,5.09E-01,2.88E-03
CALN1,0.97041614,5.09E-01,8.18E-02
OIP5-AS1,0.97041614,5.09E-01,-1.42E-01
FMN1,0.97042443,5.09E-01,5.70E-02
NKX3-2,0.97043599,5.09E-01,8.86E-02
CYFIP1,0.97043599,5.09E-01,9.45E-02
MYO1G,0.97043599,5.09E-01,1.24E-01
,0.97043599,5.09E-01,1.14E-01
ANKRD13C,0.97043599,5.09E-01,-1.54E-01
FRAS1,0.97044294,5.09E-01,2.88E-02
SRSF7,0.97044294,5.09E-01,1.36E-02
,0.97045123,5.09E-01,9.42E-02
C10orf128,0.97045123,5.09E-01,1.36E-01
,0.97045123,5.09E-01,7.13E-03
KLK10,0.97048697,5.09E-01,2.20E-02
UCP3,0.97048697,5.09E-01,-7.82E-02
TIGD4,0.97051738,5.10E-01,4.21E-02
IGHV4-31///IGHM///IGHG3///IGHG2///IGHG1///IGHD///IGHA1,0.97051738,5.10E-01,6.55E-02
PNPLA3,0.97051738,5.10E-01,7.30E-02
,0.97051738,5.10E-01,1.35E-01
RPRD1A,0.97051738,5.10E-01,3.10E-01
LOC100289230,0.97051738,5.10E-01,-1.46E-01
,0.97051738,5.10E-01,1.47E-01
ADAM20,0.97051738,5.10E-01,1.40E-02
CUBN,0.97051738,5.10E-01,3.93E-03
KLHL22,0.97051738,5.10E-01,5.33E-02
NRIP1,0.97051738,5.10E-01,1.45E-01
LOC100996782///MED18,0.97051738,5.10E-01,-1.49E-02
PLXNA4,0.97051738,5.10E-01,2.58E-02
,0.97051738,5.10E-01,1.89E-01
OCLN,0.97051738,5.10E-01,-3.18E-01
CMBL,0.97051738,5.10E-01,2.88E-01
EPB41L5,0.97051738,5.10E-01,1.64E-01
SON,0.97051738,5.10E-01,-8.73E-02
EIF2B4,0.97051738,5.10E-01,1.16E-01
FIZ1,0.97051738,5.10E-01,1.37E-03
OR1E2///OR1E1,0.97051738,5.10E-01,2.49E-02
RPP14,0.97051738,5.10E-01,5.11E-02
TTN,0.97051738,5.10E-01,4.75E-03
EFCC1,0.97051738,5.10E-01,-6.27E-02
,0.97051738,5.10E-01,6.09E-03
,0.97051738,5.10E-01,1.33E-02
MPRIP,0.97051738,5.10E-01,2.77E-02
FOXF1,0.97051738,5.10E-01,-2.83E-01
FAM168B,0.97051738,5.10E-01,1.12E-01
IL33,0.97051738,5.10E-01,4.17E-01
FGF14-AS2,0.97051738,5.10E-01,1.53E-01
OSBPL11,0.97051738,5.10E-01,1.25E-01
LOC145783///ZNF280D,0.97051738,5.10E-01,1.03E-01
ABCB6,0.97051738,5.10E-01,8.81E-02
,0.97051738,5.10E-01,-4.35E-02
,0.97051738,5.10E-01,-8.29E-02
ZNF496,0.97051738,5.10E-01,9.51E-03
C20orf202,0.97051738,5.10E-01,9.68E-03
MINCR,0.97051738,5.10E-01,-5.81E-02
DLGAP1,0.97051738,5.11E-01,2.71E-03
SLC16A7,0.97051738,5.11E-01,4.18E-01
CDKN1C,0.97051738,5.11E-01,2.71E-01
DAGLB,0.97051738,5.11E-01,1.13E-01
,0.97051738,5.11E-01,-1.39E-02
KCTD16,0.97051738,5.11E-01,8.10E-02
TARSL2,0.97051738,5.11E-01,3.53E-03
GLI1,0.97051738,5.11E-01,3.44E-02
KLHDC7B,0.97051738,5.11E-01,5.79E-01
DSCAM,0.97051738,5.11E-01,2.01E-02
TAMM41,0.97051738,5.11E-01,-1.67E-01
SDR9C7,0.97051738,5.11E-01,2.65E-02
ZNF236,0.97051738,5.11E-01,1.05E-01
C16orf46,0.97051738,5.11E-01,-1.50E-01
,0.97051738,5.11E-01,4.97E-02
MBTPS1,0.97051738,5.11E-01,1.33E-01
,0.97051738,5.11E-01,-6.98E-02
,0.97051738,5.11E-01,-1.35E-01
GTF2I,0.97051738,5.11E-01,-2.42E-01
TMEM212,0.97051738,5.11E-01,-6.53E-02
C9orf142,0.97051738,5.11E-01,1.20E-01
MECR,0.97051738,5.11E-01,-1.12E-01
ATP6AP2,0.97051738,5.11E-01,2.67E-02
MFSD4A,0.97051738,5.11E-01,-3.31E-01
OSBPL10,0.97051738,5.11E-01,8.27E-02
,0.97051738,5.11E-01,-9.00E-02
AASDH,0.97051738,5.11E-01,-1.00E-01
,0.97051738,5.11E-01,4.90E-03
DCAF4L2,0.97051738,5.11E-01,1.74E-01
ANKRD30B,0.97051738,5.11E-01,4.00E-02
ARFGAP2,0.97051738,5.11E-01,1.35E-01
WTAP,0.97051738,5.11E-01,-2.62E-02
LLPH,0.97051738,5.11E-01,2.80E-03
ZBTB17,0.97051738,5.11E-01,9.25E-02
CCDC150,0.97051738,5.11E-01,1.63E-01
FAM175B,0.97051738,5.11E-01,1.34E-01
LRRC2,0.97051738,5.11E-01,1.32E-01
,0.97051738,5.11E-01,3.38E-02
SPATA7,0.97051738,5.11E-01,1.78E-01
,0.97051738,5.11E-01,-2.94E-01
N6AMT1,0.97051738,5.11E-01,1.99E-02
JUN,0.97051738,5.11E-01,1.47E-01
,0.97051738,5.11E-01,1.73E-02
ALDH3A2,0.97051738,5.11E-01,-2.25E-01
KIF5C,0.97051738,5.11E-01,2.08E-02
CPS1-IT1,0.97051738,5.11E-01,3.18E-03
,0.97051738,5.11E-01,1.30E-02
NKAPP1,0.97051738,5.12E-01,1.87E-02
,0.97051738,5.12E-01,2.22E-02
OTUD4,0.97051738,5.12E-01,9.27E-02
LEPROT///LEPR,0.97051738,5.12E-01,9.31E-02
UHRF1BP1L,0.97051738,5.12E-01,4.46E-02
INTS5,0.97051738,5.12E-01,6.08E-02
SARS,0.97051738,5.12E-01,1.70E-01
LOC100129917,0.97051738,5.12E-01,6.49E-02
SSX3,0.97051738,5.12E-01,1.11E-01
DSG4,0.97051738,5.12E-01,-2.14E-02
STK17B,0.97051738,5.12E-01,7.22E-02
SMIM2-AS1,0.97051738,5.12E-01,7.80E-02
,0.97051738,5.12E-01,-2.28E-01
LOC101928134,0.97051738,5.12E-01,-8.99E-03
GPR12,0.97051738,5.12E-01,1.63E-03
SPTBN1,0.97051738,5.12E-01,3.03E-03
CABP4,0.97051738,5.12E-01,-8.91E-02
PAAF1,0.97051738,5.12E-01,-1.05E-01
ARHGAP35,0.97051738,5.12E-01,1.47E-01
C1QL1,0.97051738,5.12E-01,1.33E-01
LINC01620,0.97051738,5.12E-01,2.55E-02
FKBP4,0.97051738,5.12E-01,2.12E-01
SNORD77///SNORD76///SNORD74///GAS5///SNORD44///SNORD47///SNORD80///SNORD79///SNORD81,0.97051738,5.12E-01,-1.51E-01
MINOS1-NBL1///NBL1,0.97051738,5.12E-01,3.07E-01
AFDN,0.97051738,5.12E-01,8.49E-02
PKNOX2,0.97051738,5.12E-01,-1.12E-01
AURKAIP1,0.97051738,5.12E-01,-5.11E-02
AGO1,0.97051738,5.12E-01,1.63E-01
HERC4,0.97051738,5.12E-01,9.21E-02
,0.97051738,5.12E-01,-1.92E-01
,0.97051738,5.12E-01,2.86E-02
,0.97051738,5.12E-01,-4.04E-01
ARPC2,0.97051738,5.12E-01,-1.17E-01
GAB3,0.97051738,5.12E-01,9.60E-02
LOC100506047,0.97051738,5.12E-01,1.66E-02
LOC401052,0.97051738,5.12E-01,4.02E-02
HLA-DOA,0.97051738,5.12E-01,3.09E-01
MAN2C1,0.97051738,5.12E-01,-1.33E-02
SQSTM1,0.97051738,5.12E-01,1.36E-01
CLK4,0.97051738,5.12E-01,-1.53E-01
ADAM21,0.97051738,5.12E-01,-5.18E-02
CFTR,0.97051738,5.12E-01,-1.85E-03
KCNC2,0.97051738,5.12E-01,1.78E-03
,0.97051738,5.12E-01,6.64E-02
LINC01096,0.97051738,5.12E-01,2.43E-02
CNTN1,0.97051738,5.12E-01,2.07E-02
LOC101929180,0.97051738,5.12E-01,3.14E-03
DOCK1,0.97051738,5.12E-01,2.28E-02
KCNJ10,0.97051738,5.12E-01,9.72E-02
WDR81,0.97051738,5.12E-01,-1.30E-01
CCDC154,0.97051738,5.12E-01,1.59E-03
SLC48A1,0.97051738,5.12E-01,4.24E-03
ARCN1,0.97051738,5.12E-01,1.08E-01
NIPAL3,0.97051738,5.12E-01,-2.65E-02
PHACTR1,0.97051738,5.12E-01,3.68E-03
COBL,0.97051738,5.13E-01,-1.72E-01
,0.97051738,5.13E-01,-3.42E-01
MXD3,0.97051738,5.13E-01,5.84E-02
PADI2,0.97051738,5.13E-01,6.84E-02
LOC105375875,0.97051738,5.13E-01,3.01E-02
ETS1,0.97051738,5.13E-01,-1.54E-01
LOC101927137///SCLT1,0.97051738,5.13E-01,1.66E-02
BOD1L1,0.97051738,5.13E-01,4.48E-02
SUPT6H,0.97051738,5.13E-01,1.52E-01
RAB11FIP2,0.97051738,5.13E-01,1.85E-01
FAM204A,0.97051738,5.13E-01,2.12E-01
LINC01580,0.97051738,5.13E-01,-6.10E-04
CAMK1D,0.97051738,5.13E-01,-2.87E-02
CRYBG3,0.97051738,5.13E-01,1.51E-01
HDAC4,0.97051738,5.13E-01,9.96E-02
S1PR2,0.97051738,5.13E-01,7.18E-02
DPYD,0.97051738,5.13E-01,5.49E-02
SSBP3,0.97051738,5.13E-01,-1.37E-01
,0.97051738,5.13E-01,-1.71E-01
ITGA11,0.97051738,5.13E-01,2.90E-02
CEP70,0.97051738,5.13E-01,1.70E-02
MYF5,0.97051738,5.13E-01,4.77E-03
RHOF,0.97051738,5.13E-01,1.54E-01
MTHFD2L,0.97051738,5.13E-01,-2.70E-02
,0.97051738,5.13E-01,6.54E-03
CLEC4G,0.97051738,5.13E-01,3.67E-02
,0.97051738,5.13E-01,2.57E-03
,0.97051738,5.13E-01,1.08E-01
GNAT3,0.97051738,5.13E-01,8.93E-02
,0.97051738,5.13E-01,4.48E-03
NUS1,0.97051738,5.13E-01,1.80E-01
HIP1,0.97051738,5.13E-01,2.30E-02
MBP,0.97051738,5.13E-01,-1.08E-01
,0.97051738,5.13E-01,9.10E-03
STX6,0.97051738,5.13E-01,2.11E-01
CCDC138,0.97051738,5.13E-01,2.34E-01
CRNKL1,0.97051738,5.13E-01,2.43E-01
CCDC117,0.97051738,5.13E-01,7.28E-03
LOC284009///METTL16,0.97051738,5.13E-01,-1.39E-01
SNORD50B///SNHG5///SNORD50A,0.97051738,5.13E-01,-2.26E-01
,0.97051738,5.13E-01,2.86E-02
,0.97051738,5.13E-01,-3.63E-03
UHRF1BP1L,0.97051738,5.13E-01,3.97E-02
COL2A1,0.97051738,5.13E-01,2.78E-02
CSF1,0.97051738,5.14E-01,3.07E-02
KIR3DL2///KIR3DL1,0.97051738,5.14E-01,2.33E-02
LOC100507670,0.97051738,5.14E-01,1.77E-02
LOC101927851,0.97051738,5.14E-01,1.30E-03
,0.97051738,5.14E-01,2.18E-02
CRCP,0.97051738,5.14E-01,8.30E-02
TPPP2,0.97051738,5.14E-01,1.50E-02
GAS7,0.97051738,5.14E-01,8.51E-02
ING3,0.97051738,5.14E-01,3.26E-02
CCDC17,0.97051738,5.14E-01,6.67E-02
SF3A1,0.97051738,5.14E-01,7.75E-02
PLEKHA4,0.97051738,5.14E-01,1.02E-01
IER5,0.97051738,5.14E-01,1.68E-01
,0.97051738,5.14E-01,1.96E-02
ANKRD22,0.97051738,5.14E-01,-2.45E-01
DYNLRB1,0.97051738,5.14E-01,2.11E-02
,0.97051738,5.14E-01,4.15E-02
TSR3,0.97051738,5.14E-01,1.04E-02
WDR59,0.97051738,5.14E-01,-1.08E-01
CCDC102B,0.97051738,5.14E-01,2.55E-01
C15orf40,0.97051738,5.14E-01,9.69E-02
DFNB59,0.97051738,5.14E-01,-1.34E-01
,0.97051738,5.14E-01,-1.74E-02
NUP50,0.97051738,5.14E-01,-1.06E-01
B3GNT7,0.97051738,5.14E-01,-1.52E-01
GABRG1,0.97051738,5.14E-01,2.69E-02
EIF4G3,0.97051738,5.14E-01,-1.33E-01
SMURF2,0.97051738,5.14E-01,2.72E-01
PEG3,0.97051738,5.14E-01,-2.79E-01
,0.97051738,5.14E-01,-1.93E-02
COL28A1,0.97051738,5.14E-01,1.15E-01
ZNF597,0.97051738,5.14E-01,2.67E-02
SPTLC1,0.97051738,5.14E-01,8.98E-02
PCK2,0.97051738,5.14E-01,-1.42E-01
,0.97051738,5.14E-01,-1.15E-01
GRM8,0.97051738,5.14E-01,1.39E-02
SNORD24///SNORD36A///SNORD36B///RPL7A,0.97051738,5.14E-01,-7.35E-02
KRI1,0.97051738,5.14E-01,1.20E-01
,0.97051738,5.14E-01,1.70E-02
SERPINB13,0.97051738,5.14E-01,1.60E-02
,0.97051738,5.14E-01,4.06E-02
GPCPD1,0.97051738,5.14E-01,1.86E-01
DNAH1,0.97051738,5.14E-01,2.00E-02
,0.97051738,5.15E-01,4.89E-02
FAM230C,0.97051738,5.15E-01,6.35E-03
KLHL4,0.97051738,5.15E-01,5.66E-02
NLGN1,0.97051738,5.15E-01,6.31E-02
TMEM237,0.97051738,5.15E-01,-2.48E-01
,0.97051738,5.15E-01,1.87E-02
,0.97051738,5.15E-01,2.91E-03
LINC00460,0.97051738,5.15E-01,1.49E-02
PFKFB2,0.97051738,5.15E-01,3.41E-02
,0.97051738,5.15E-01,3.14E-03
AHCTF1P1///AHCTF1,0.97051738,5.15E-01,3.37E-02
,0.97051738,5.15E-01,-9.27E-02
TCF3,0.97051738,5.15E-01,1.13E-01
,0.97051738,5.15E-01,-6.93E-02
BEND6,0.97051738,5.15E-01,5.76E-02
DNAJC4,0.97051738,5.15E-01,4.77E-03
IPO9-AS1,0.97051738,5.15E-01,-1.23E-02
M6PR,0.97051738,5.15E-01,1.53E-01
SP3,0.97051738,5.15E-01,-5.98E-02
,0.97051738,5.15E-01,-2.79E-02
,0.97051738,5.15E-01,6.76E-02
,0.97051738,5.15E-01,-1.76E-01
,0.97051738,5.15E-01,9.98E-03
RPAP2,0.97051738,5.15E-01,-7.19E-02
,0.97051738,5.15E-01,1.25E-02
MAGEA4,0.97051738,5.15E-01,4.91E-01
UCN3,0.97051738,5.15E-01,1.74E-02
,0.97051738,5.15E-01,-5.25E-04
POMC,0.97051738,5.15E-01,1.17E-02
,0.97051738,5.15E-01,1.97E-02
YWHAEP7,0.97051738,5.15E-01,1.11E-02
GIT2,0.97051738,5.15E-01,1.29E-01
PRMT3,0.97051738,5.15E-01,2.11E-01
,0.97051738,5.15E-01,1.28E-02
,0.97051738,5.15E-01,2.73E-02
,0.97051738,5.15E-01,3.89E-02
LOC57399,0.97051738,5.15E-01,-5.84E-02
RNF32,0.97051738,5.16E-01,7.11E-02
VWA1,0.97051738,5.16E-01,1.73E-02
,0.97051738,5.16E-01,-2.84E-01
ACTL10,0.97051738,5.16E-01,9.71E-02
ATXN3,0.97051738,5.16E-01,-5.61E-02
SIPA1L3,0.97051738,5.16E-01,1.12E-01
LOC105376975,0.97051738,5.16E-01,3.53E-03
MMAB,0.97051738,5.16E-01,-3.08E-02
CTD-2350J17.1,0.97051738,5.16E-01,5.84E-03
ZNF3,0.97051738,5.16E-01,1.22E-02
SPG11,0.97051738,5.16E-01,7.21E-03
,0.97051738,5.16E-01,1.16E-02
LOC100130950,0.97051738,5.16E-01,-4.42E-04
RPL5///SNORD21,0.97051738,5.16E-01,-4.44E-02
STK32A,0.97051738,5.16E-01,3.60E-02
MAGEB1,0.97051738,5.16E-01,7.13E-03
NPR1,0.97051738,5.16E-01,1.31E-01
CR1,0.97051738,5.16E-01,5.80E-03
AR,0.97051738,5.16E-01,3.23E-01
,0.97051738,5.16E-01,5.58E-02
HIGD1A,0.97051738,5.16E-01,1.19E-01
SNORA17B///SNORA17A///SNHG7,0.97051738,5.16E-01,-1.97E-02
,0.97051738,5.16E-01,1.94E-02
LOC101930416///LOC101929792///LOC100996724///LOC653513///PDE4DIP,0.97051738,5.16E-01,8.52E-04
LOC100505498,0.97051738,5.16E-01,1.42E-02
,0.97051738,5.16E-01,1.13E-02
AIF1L,0.97051738,5.16E-01,1.26E-02
NCOA1,0.97051738,5.16E-01,-1.80E-01
FGF16,0.97051738,5.16E-01,3.06E-03
RPTN,0.97051738,5.16E-01,1.99E-01
BLM,0.97051738,5.16E-01,1.95E-01
LMBRD1,0.97051738,5.16E-01,-2.13E-01
DCX,0.97051738,5.16E-01,2.68E-02
,0.97051738,5.16E-01,9.06E-02
INSL4,0.97051738,5.16E-01,3.05E-02
PTPN2,0.97051738,5.16E-01,1.63E-02
PAIP2,0.97051738,5.16E-01,1.61E-01
LOC101927338///KCNQ1OT1,0.97051738,5.16E-01,2.84E-02
PRLR,0.97051738,5.16E-01,9.28E-02
SPEF2,0.97051738,5.16E-01,9.18E-04
RGS8,0.97051738,5.16E-01,9.18E-03
,0.97051738,5.16E-01,7.47E-04
LILRA5,0.97051738,5.16E-01,5.86E-02
DMD,0.97051738,5.16E-01,2.73E-02
FCGR2C,0.97051738,5.16E-01,3.35E-02
LOC105371763,0.97051738,5.16E-01,5.82E-02
SLC6A5,0.97051738,5.16E-01,2.87E-02
CSN3,0.97051738,5.17E-01,2.22E-01
SLITRK2,0.97051738,5.17E-01,4.45E-02
GRIP2,0.97051738,5.17E-01,9.29E-03
PROSER2-AS1,0.97051738,5.17E-01,2.26E-02
SPATA2,0.97051738,5.17E-01,-1.22E-01
TPMT,0.97051738,5.17E-01,-3.43E-02
RREB1,0.97051738,5.17E-01,-5.25E-04
ZNF667,0.97051738,5.17E-01,-2.44E-01
,0.97051738,5.17E-01,2.11E-02
MAGEL2,0.97051738,5.17E-01,4.19E-02
GPR19,0.97051738,5.17E-01,-1.38E-02
KCNE5,0.97051738,5.17E-01,9.71E-02
ELP2,0.97051738,5.17E-01,-6.64E-02
MMP16,0.97051738,5.17E-01,1.38E-02
RPL18,0.97051738,5.17E-01,-8.91E-02
LOC101929740///ZNF37A,0.97051738,5.17E-01,6.14E-02
,0.97051738,5.17E-01,-1.32E-01
CAPRIN1,0.97051738,5.17E-01,1.38E-01
,0.97051738,5.17E-01,9.61E-03
,0.97051738,5.17E-01,-5.13E-02
,0.97051738,5.17E-01,-3.34E-01
MLLT10,0.97051738,5.17E-01,4.60E-02
AFDN,0.97051738,5.17E-01,3.11E-02
EHMT1,0.97051738,5.17E-01,1.27E-02
MKS1,0.97051738,5.17E-01,4.63E-02
FBXL15,0.97051738,5.17E-01,1.25E-01
,0.97051738,5.17E-01,1.44E-02
NPC1,0.97051738,5.17E-01,2.92E-02
,0.97051738,5.17E-01,3.30E-02
,0.97051738,5.17E-01,1.31E-02
FMN2,0.97051738,5.17E-01,8.26E-02
PKNOX1,0.97051738,5.17E-01,1.31E-01
PHKB,0.97051738,5.17E-01,-1.19E-01
HNRNPUL2-BSCL2///HNRNPUL2,0.97051738,5.17E-01,-1.09E-01
LOC283788,0.97051738,5.17E-01,6.39E-03
GGNBP2,0.97051738,5.17E-01,-9.65E-02
TTI1,0.97051738,5.17E-01,-1.36E-01
GBP4,0.97051738,5.17E-01,2.78E-01
WRAP73,0.97051738,5.17E-01,2.85E-03
LOC101929660,0.97051738,5.17E-01,5.13E-03
,0.97051738,5.17E-01,1.65E-03
BFSP2-AS1,0.97051738,5.17E-01,-7.56E-03
S100B,0.97051738,5.18E-01,1.06E-01
KLF9,0.97051738,5.18E-01,6.54E-02
,0.97051738,5.18E-01,1.23E-01
,0.97051738,5.18E-01,1.05E-02
,0.97051738,5.18E-01,9.89E-02
GPR37L1,0.97051738,5.18E-01,3.52E-03
SHB,0.97051738,5.18E-01,1.89E-01
,0.97051738,5.18E-01,1.87E-02
ADGRV1,0.97051738,5.18E-01,2.00E-03
NTRK3,0.97051738,5.18E-01,3.23E-03
LOC100996782///MED18,0.97051738,5.18E-01,1.07E-02
,0.97051738,5.18E-01,8.07E-03
,0.97051738,5.18E-01,-4.26E-04
TGM4,0.97051738,5.18E-01,-7.10E-03
DLK1,0.97051738,5.18E-01,2.33E-01
CFTR,0.97051738,5.18E-01,-2.06E-01
UEVLD,0.97051738,5.18E-01,-4.81E-02
PRLR,0.97051738,5.18E-01,8.19E-02
SRI,0.97051738,5.18E-01,1.72E-01
TCEAL9,0.97051738,5.18E-01,-2.06E-01
MLN,0.97051738,5.18E-01,1.09E-03
CCDC142,0.97051738,5.18E-01,-8.57E-02
,0.97051738,5.18E-01,2.77E-02
LINC01226,0.97051738,5.18E-01,4.73E-03
ZNF341,0.97051738,5.18E-01,3.06E-02
GEN1,0.97051738,5.18E-01,1.77E-01
ZNF333,0.97051738,5.18E-01,5.09E-03
,0.97051738,5.18E-01,2.44E-03
PPP1R17,0.97051738,5.18E-01,6.72E-02
HAUS7///TREX2,0.97051738,5.18E-01,1.32E-01
PLCH1,0.97051738,5.18E-01,1.80E-01
ATP2B1,0.97051738,5.18E-01,-1.82E-01
,0.97051738,5.18E-01,5.72E-02
KIAA0754,0.97051738,5.18E-01,1.26E-02
GPM6A,0.97051738,5.18E-01,1.80E-01
HEY1,0.97051738,5.18E-01,2.78E-01
,0.97051738,5.18E-01,4.97E-02
,0.97051738,5.18E-01,3.34E-02
TACSTD2,0.97051738,5.18E-01,1.81E-03
PRDM10,0.97051738,5.18E-01,1.94E-02
PLXNC1,0.97051738,5.18E-01,1.37E-01
,0.97051738,5.18E-01,-9.63E-02
HS2ST1,0.97051738,5.19E-01,1.86E-01
PSG9,0.97051738,5.19E-01,-1.57E-01
LOC101927137///KIAA1456,0.97051738,5.19E-01,-2.23E-01
,0.97051738,5.19E-01,3.51E-02
TMEM151B,0.97051738,5.19E-01,1.58E-02
SARM1,0.97051738,5.19E-01,8.48E-02
TUBGCP4,0.97051738,5.19E-01,-1.19E-01
TPR,0.97051738,5.19E-01,-1.37E-01
RPS21,0.97051738,5.19E-01,2.28E-01
LINC00957,0.97051738,5.19E-01,1.84E-02
GNB3,0.97051738,5.19E-01,5.87E-03
RBFADN,0.97051738,5.19E-01,3.44E-02
,0.97051738,5.19E-01,-6.94E-02
TMEM136,0.97051738,5.19E-01,1.58E-01
CHIC1,0.97051738,5.19E-01,1.90E-02
LOC100506272,0.97051738,5.19E-01,9.37E-03
